MUNICIPIO;NR SEAB;CULTURA;UNIDADE;AREA (HA);PRODUCAO;ABATE;VALOR (R$)
ABATIA;Cornélio Procópio;BANANA;TON;120;3000;;1555920
ABATIA;Cornélio Procópio;BEZERRAS;CAB;;;1869;1967776,65
ABATIA;Cornélio Procópio;BEZERROS;CAB;;;1438;1784644,28
ABATIA;Cornélio Procópio;BOVINOS (BOI GORDO);KG;;18354;494;1281781,8
ABATIA;Cornélio Procópio;CAFE;TON;460;730,94;;4641469
ABATIA;Cornélio Procópio;CAMA DE AVIARIO;TON;;830;;65221,4
ABATIA;Cornélio Procópio;CANA-DE-ACUCAR;TON;520;45760;;2554780,8
ABATIA;Cornélio Procópio;CAPRINOS (PARA CORTE);KG;;100;17;4355,4
ABATIA;Cornélio Procópio;EQUINOS (PARA CORTE);KG;;529;0;0
ABATIA;Cornélio Procópio;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;53;82995,35
ABATIA;Cornélio Procópio;ESTERCO DE POEDEIRA;TON;;1390;;147034,2
ABATIA;Cornélio Procópio;ESTERCO DE SUINOS/BOVINOS;TON;;1120;;49212,8
ABATIA;Cornélio Procópio;FEIJAO SAFRA DA SECA;TON;36;25,92;;46785,6
ABATIA;Cornélio Procópio;FEIJAO SAFRA DAS AGUAS;TON;26;21,84;;47250,84
ABATIA;Cornélio Procópio;FEIJAO SAFRA DE INVERNO;TON;25;19,5;;37387,94
ABATIA;Cornélio Procópio;FENO DE ALFAFA;TON;250;2875;;1820162,5
ABATIA;Cornélio Procópio;FRANGO DE CORTE (AVES DE CORTE);KG;;91247;547482;2500624,04
ABATIA;Cornélio Procópio;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;28060;14030;300522,6
ABATIA;Cornélio Procópio;GALINHA REPRODUTORA DESCARTE (PESO VIVO);KG;;96480;84900;443178
ABATIA;Cornélio Procópio;GARROTES;CAB;;;777;1258436,97
ABATIA;Cornélio Procópio;LEITE;MLT;;800;;744000
ABATIA;Cornélio Procópio;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;930;;45672,3
ABATIA;Cornélio Procópio;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;175;;;0
ABATIA;Cornélio Procópio;MADEIRAS - EM TORA P/SERRARIA - OUTRAS;M3;;820;;96989,6
ABATIA;Cornélio Procópio;MADEIRAS - LENHA;M3;;2360;;71980
ABATIA;Cornélio Procópio;MANDIOCA CONSUMO (HUMANO);TON;3;63;;54810
ABATIA;Cornélio Procópio;MARACUJA;TON;4;92;;194120
ABATIA;Cornélio Procópio;MEL;KG;;1500;;13590
ABATIA;Cornélio Procópio;MILHO SAFRA NORMAL;TON;50;249;;87316,83
ABATIA;Cornélio Procópio;MILHO SAFRINHA;TON;1670;9223,41;;3807700,35
ABATIA;Cornélio Procópio;MUDA DE CAFE;UNI;;55000;;25300
ABATIA;Cornélio Procópio;NOVILHAS;CAB;;;2666;3860527,96
ABATIA;Cornélio Procópio;OVINOS (PARA CORTE);KG;;489;244;54987,84
ABATIA;Cornélio Procópio;OVOS DE GALINHA (FECUNDADO);DZ;;1447194;;7887207,3
ABATIA;Cornélio Procópio;OVOS DE GALINHA (PARA CONSUMO);DZ;;6736;;13202,56
ABATIA;Cornélio Procópio;PACU;KG;;0;3000;16530
ABATIA;Cornélio Procópio;PASTAGENS E FORRAGENS;;14910;;;0
ABATIA;Cornélio Procópio;SOJA SAFRA NORMAL;TON;10220;26980,8;;26868290,06
ABATIA;Cornélio Procópio;SUINOS-RACA (para abate);KG;;1080;1730;553254
ABATIA;Cornélio Procópio;TILAPIA;KG;;;12000;47640
ABATIA;Cornélio Procópio;TOMATE RISCO;TON;2;66;;118685,16
ABATIA;Cornélio Procópio;TOMATE SAFRAO;TON;5;189;;437741,01
ABATIA;Cornélio Procópio;TOUROS;CAB;;;10;32538,8
ABATIA;Cornélio Procópio;TRIGO;TON;8370;16949,25;;10556501,38
ABATIA;Cornélio Procópio;VACA (PARA CORTE);KG;;;845;1359774
ABATIA;Cornélio Procópio;VACA (PARA CRIA);CAB;;;127;290243,26
ADRIANOPOLIS;Curitiba;ABOBORA (seca/madura);TON;15;323;;268090
ADRIANOPOLIS;Curitiba;ABOBORA-TETSUKABUTO (KABOTIA);TON;3;63;;52920
ADRIANOPOLIS;Curitiba;ABOBRINHA VERDE;TON;35;735;;698250
ADRIANOPOLIS;Curitiba;AGRIAO AQUATICO;TON;4;86;;182320
ADRIANOPOLIS;Curitiba;ARROZ SEQUEIRO;TON;2;2,1;;1777,65
ADRIANOPOLIS;Curitiba;BANANA;TON;55;2475;;1283634
ADRIANOPOLIS;Curitiba;BATATA DOCE;TON;15;300;;330000
ADRIANOPOLIS;Curitiba;BERINJELA;TON;5;166;;214140
ADRIANOPOLIS;Curitiba;BETERRABA;TON;1;22;;20928,6
ADRIANOPOLIS;Curitiba;BEZERRAS;CAB;;;147;154768,95
ADRIANOPOLIS;Curitiba;BEZERROS;CAB;;;262;325157,72
ADRIANOPOLIS;Curitiba;BOVINOS (BOI GORDO);KG;;16050;1260;2990824,2
ADRIANOPOLIS;Curitiba;BUBALINOS (PARA CORTE);KG;;2645;420;925050
ADRIANOPOLIS;Curitiba;CANA-DE-ACUCAR;TON;400;8400;;468972
ADRIANOPOLIS;Curitiba;CAPRINOS (PARA CORTE);KG;;180;72;14757,12
ADRIANOPOLIS;Curitiba;CAQUI;TON;2;16;;22600
ADRIANOPOLIS;Curitiba;CHUCHU;TON;20;980;;854824,6
ADRIANOPOLIS;Curitiba;COUVE-FLOR;TON;1;22;;93280
ADRIANOPOLIS;Curitiba;ESTERCO DE SUINOS/BOVINOS;TON;;2330;;102380,2
ADRIANOPOLIS;Curitiba;FEIJAO SAFRA DA SECA;TON;300;450;;812250
ADRIANOPOLIS;Curitiba;FEIJAO SAFRA DAS AGUAS;TON;1300;2093;;4528205,5
ADRIANOPOLIS;Curitiba;FEIJAO-VAGEM;TON;35;770;;1432200
ADRIANOPOLIS;Curitiba;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;35000;52500;1124550
ADRIANOPOLIS;Curitiba;GARROTES;CAB;;;540;874589,4
ADRIANOPOLIS;Curitiba;LA;KG;;160;;468,8
ADRIANOPOLIS;Curitiba;LARANJA;TON;10;150;;51306
ADRIANOPOLIS;Curitiba;LEITE;MLT;;10790;;10034700
ADRIANOPOLIS;Curitiba;LEITE DE BUFALA;LIT;;87500;;88375
ADRIANOPOLIS;Curitiba;LEITE DE CABRA;LIT;0;12150;;24543
ADRIANOPOLIS;Curitiba;MADEIRAS - EM TORA P/LAMINADORA - PINUS;M3;;76800;;8547840
ADRIANOPOLIS;Curitiba;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;92160;;4525977,6
ADRIANOPOLIS;Curitiba;MADEIRAS - EM TORA P/PAPEL E CELULOSE;M3;;71680;;3694387,2
ADRIANOPOLIS;Curitiba;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;2800;50750;;4552275
ADRIANOPOLIS;Curitiba;MADEIRAS - EM TORA P/SERRARIA - PINUS;M3;16000;271360;;22767104
ADRIANOPOLIS;Curitiba;MADEIRAS - LENHA;M3;;21750;;663375
ADRIANOPOLIS;Curitiba;MANDIOCA CONSUMO (HUMANO);TON;1350;22410;;19496700
ADRIANOPOLIS;Curitiba;MANDIOCA INDUSTRIA;TON;150;2490;;437368,5
ADRIANOPOLIS;Curitiba;MARACUJA;TON;18;270;;569700
ADRIANOPOLIS;Curitiba;MEL;KG;;16000;;144960
ADRIANOPOLIS;Curitiba;MELANCIA;TON;10;200;;140000
ADRIANOPOLIS;Curitiba;MILHO SAFRA NORMAL;TON;2400;13982,4;;4903208,21
ADRIANOPOLIS;Curitiba;MILHO VERDE (espiga);UNI;5;200000;;130000
ADRIANOPOLIS;Curitiba;MORANGA;TON;12;264;;145200
ADRIANOPOLIS;Curitiba;NOVILHAS;CAB;;;410;593704,6
ADRIANOPOLIS;Curitiba;OVINOS (PARA CORTE);KG;;150;33;6817,14
ADRIANOPOLIS;Curitiba;OVINOS < 6 MESES;KG;;;23;3778,44
ADRIANOPOLIS;Curitiba;OVOS DE GALINHA (PARA CONSUMO);DZ;;175000;;343000
ADRIANOPOLIS;Curitiba;PASTAGENS E FORRAGENS;;16000;;;0
ADRIANOPOLIS;Curitiba;PEPINO;TON;14;364;;506986,48
ADRIANOPOLIS;Curitiba;PIMENTAO;TON;9;270;;390252,6
ADRIANOPOLIS;Curitiba;REPOLHO;TON;3;96;;32982,72
ADRIANOPOLIS;Curitiba;RESINA;KG;;35000;;111650
ADRIANOPOLIS;Curitiba;SUINOS - LEITOES P/ CORTE;KG;;;290;44277,2
ADRIANOPOLIS;Curitiba;SUINOS < 2 MESES (leitao p/recria);UNI;;;145;17777
ADRIANOPOLIS;Curitiba;SUINOS-RACA (para abate);KG;;550;1000;340300
ADRIANOPOLIS;Curitiba;TANGERINA MURCOTE;TON;2;28;;23520
ADRIANOPOLIS;Curitiba;TANGERINA PONKAN;TON;8;144;;82080
ADRIANOPOLIS;Curitiba;TOMATE SAFRAO;TON;18;846,72;;1961079,72
ADRIANOPOLIS;Curitiba;TOUROS;CAB;;;3;9761,64
ADRIANOPOLIS;Curitiba;VACA (PARA CORTE);KG;;;890;1830018
ADRIANOPOLIS;Curitiba;VACA (PARA CRIA);CAB;;;585;1336947,3
AGUDOS DO SUL;Curitiba;ABOBORA (seca/madura);TON;63;1560;;1294800
AGUDOS DO SUL;Curitiba;ABOBORA-TETSUKABUTO (KABOTIA);TON;30;660;;554400
AGUDOS DO SUL;Curitiba;ABOBRINHA VERDE;TON;5;75;;71250
AGUDOS DO SUL;Curitiba;ALFACE;TON;2,5;22;;23613,26
AGUDOS DO SUL;Curitiba;BATATA DAS AGUAS;TON;10;230;;363170
AGUDOS DO SUL;Curitiba;BATATA SALSA;TON;800;9600;;20031360
AGUDOS DO SUL;Curitiba;BETERRABA;TON;3;50;;47565
AGUDOS DO SUL;Curitiba;BEZERRAS;CAB;;;28;29479,8
AGUDOS DO SUL;Curitiba;BEZERROS;CAB;;;35;43437,1
AGUDOS DO SUL;Curitiba;BOVINOS (BOI GORDO);KG;;1150;98;221318,3
AGUDOS DO SUL;Curitiba;BROCOLOS;TON;50;750;;1222500
AGUDOS DO SUL;Curitiba;CAMA DE AVIARIO;TON;;250;;19645
AGUDOS DO SUL;Curitiba;CAPRINOS (PARA CORTE);KG;;650;330;105682,5
AGUDOS DO SUL;Curitiba;CAQUI;TON;1;10;;14125
AGUDOS DO SUL;Curitiba;CARPA;KG;;;12000;55200
AGUDOS DO SUL;Curitiba;CEBOLA;TON;20;400;;371800
AGUDOS DO SUL;Curitiba;CEBOLINHA (cheiro verde);TON;2;40;;132400
AGUDOS DO SUL;Curitiba;CENOURA;TON;10;130;;150631
AGUDOS DO SUL;Curitiba;COGUMELO CHAMPIGNON;KG;;5000;;57900
AGUDOS DO SUL;Curitiba;COUVE-FLOR;TON;25;325;;1378000
AGUDOS DO SUL;Curitiba;ERVA-MATE (em folha);TON;7;300;;310617
AGUDOS DO SUL;Curitiba;ESTERCO DE SUINOS/BOVINOS;TON;;1380;;60637,2
AGUDOS DO SUL;Curitiba;FEIJAO SAFRA DA SECA;TON;200;360;;649800
AGUDOS DO SUL;Curitiba;FEIJAO SAFRA DAS AGUAS;TON;500;1050;;2271675
AGUDOS DO SUL;Curitiba;FRANGO DE CORTE (AVES DE CORTE);KG;;28313;169879;1150505,53
AGUDOS DO SUL;Curitiba;FUMO;TON;1515;3863,25;;25887638,25
AGUDOS DO SUL;Curitiba;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;25000;50000;999600
AGUDOS DO SUL;Curitiba;GARROTES;CAB;;;63;102035,43
AGUDOS DO SUL;Curitiba;INHAME;TON;8;145;;176900
AGUDOS DO SUL;Curitiba;KIWI;TON;2;20;;40000
AGUDOS DO SUL;Curitiba;LA;KG;;700;0;2051
AGUDOS DO SUL;Curitiba;LEITE;MLT;;580;;539400
AGUDOS DO SUL;Curitiba;MACA;TON;11;330;;592680
AGUDOS DO SUL;Curitiba;MADEIRAS - EM TORA P/LAMINADORA - PINUS;M3;;20000;;2226000
AGUDOS DO SUL;Curitiba;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;90000;;4419900
AGUDOS DO SUL;Curitiba;MADEIRAS - EM TORA P/PAPEL E CELULOSE;M3;;35000;;1803900
AGUDOS DO SUL;Curitiba;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;750;5000;;448500
AGUDOS DO SUL;Curitiba;MADEIRAS - EM TORA P/SERRARIA - PINUS;M3;5500;55000;;4614500
AGUDOS DO SUL;Curitiba;MADEIRAS - LENHA;M3;0;80000;;2440000
AGUDOS DO SUL;Curitiba;MANDIOCA CONSUMO (HUMANO);TON;36;1008;;876960
AGUDOS DO SUL;Curitiba;MANDIOCA INDUSTRIA;TON;4;112;;19672,8
AGUDOS DO SUL;Curitiba;MEL;KG;;5000;;45300
AGUDOS DO SUL;Curitiba;MILHO SAFRA NORMAL;TON;4340;31248;;10957736,16
AGUDOS DO SUL;Curitiba;MILHO VERDE (espiga);UNI;80;2800000;;1820000
AGUDOS DO SUL;Curitiba;MORANGA;TON;6;110;;60500
AGUDOS DO SUL;Curitiba;MORANGO (moranguinho);TON;2;30;;217536
AGUDOS DO SUL;Curitiba;MUDAS DE EUCALIPTO;UNI;;50000;;14000
AGUDOS DO SUL;Curitiba;MUDAS DE PINUS;UNI;;150000;;42000
AGUDOS DO SUL;Curitiba;NOVILHAS;CAB;;;46;66610,76
AGUDOS DO SUL;Curitiba;ORNAMENTAIS;UNI;;50000;;719000
AGUDOS DO SUL;Curitiba;OVINOS (PARA CORTE);KG;;1000;340;106420
AGUDOS DO SUL;Curitiba;OVINOS < 6 MESES;KG;;;270;53946
AGUDOS DO SUL;Curitiba;OVOS DE GALINHA (PARA CONSUMO);DZ;;300000;;588000
AGUDOS DO SUL;Curitiba;PASTAGENS E FORRAGENS;;1100;;;0
AGUDOS DO SUL;Curitiba;PEPINO;TON;3;25;;34820,5
AGUDOS DO SUL;Curitiba;PESSEGO;TON;1;10;;20100
AGUDOS DO SUL;Curitiba;PIMENTAO;TON;10;120;;173445,6
AGUDOS DO SUL;Curitiba;PINHAO;KG;;20000;;45600
AGUDOS DO SUL;Curitiba;PLANTAS PERENES (ORNAMENTAIS);UNI;;300000;;2391000
AGUDOS DO SUL;Curitiba;REPOLHO;TON;56;1400;;480998
AGUDOS DO SUL;Curitiba;SILAGEM DE MILHO E/OU SORGO;TON;8;210;;27999,3
AGUDOS DO SUL;Curitiba;SOJA SAFRA NORMAL;TON;735;2278,5;;2268998,66
AGUDOS DO SUL;Curitiba;SUINOS - LEITOES P/ CORTE;KG;;;780;119090,4
AGUDOS DO SUL;Curitiba;SUINOS < 2 MESES (leitao p/recria);UNI;;;390;47814
AGUDOS DO SUL;Curitiba;SUINOS-RACA (para abate);KG;;1490;2730;951405
AGUDOS DO SUL;Curitiba;TILAPIA;KG;;;15000;59550
AGUDOS DO SUL;Curitiba;TOMATE SAFRAO;TON;3;93;;215396,37
AGUDOS DO SUL;Curitiba;TOUROS;CAB;;;9;29284,92
AGUDOS DO SUL;Curitiba;TRIGO;TON;250;437,5;;272488,13
AGUDOS DO SUL;Curitiba;UVA DE MESA;TON;1;10;;38100
AGUDOS DO SUL;Curitiba;UVA VINIFERA;TON;4;40;;95444
AGUDOS DO SUL;Curitiba;VACA (PARA CORTE);KG;;;77;144559,8
AGUDOS DO SUL;Curitiba;VACA (PARA CRIA);CAB;;;60;137122,8
ALMIRANTE TAMANDARE;Curitiba;ABOBORA (seca/madura);TON;30;738;;612540
ALMIRANTE TAMANDARE;Curitiba;ABOBORA-TETSUKABUTO (KABOTIA);TON;15;360;;302400
ALMIRANTE TAMANDARE;Curitiba;ABOBRINHA VERDE;TON;65;1800;;1710000
ALMIRANTE TAMANDARE;Curitiba;AGRIAO AQUATICO;TON;12;372;;788640
ALMIRANTE TAMANDARE;Curitiba;ALFACE;TON;50;1550;;1663661,5
ALMIRANTE TAMANDARE;Curitiba;ALMEIRAO;TON;5;123;;261990
ALMIRANTE TAMANDARE;Curitiba;AMEIXA;TON;5;53;;137063,3
ALMIRANTE TAMANDARE;Curitiba;BATATA DAS AGUAS;TON;3;69;;108951
ALMIRANTE TAMANDARE;Curitiba;BATATA DOCE;TON;25;675;;742500
ALMIRANTE TAMANDARE;Curitiba;BEGONIA DO SOL;UNI;;3800;;2014
ALMIRANTE TAMANDARE;Curitiba;BEIJO AMERICANO;CX;;5300;;40757
ALMIRANTE TAMANDARE;Curitiba;BERINJELA;TON;18;684;;882360
ALMIRANTE TAMANDARE;Curitiba;BETERRABA;TON;60;1680;;1598184
ALMIRANTE TAMANDARE;Curitiba;BEZERRAS;CAB;;;20;21057
ALMIRANTE TAMANDARE;Curitiba;BEZERROS;CAB;;;6;7446,36
ALMIRANTE TAMANDARE;Curitiba;BOVINOS (BOI GORDO);KG;;480;26;58717,1
ALMIRANTE TAMANDARE;Curitiba;BROCOLOS;TON;15;315;;513450
ALMIRANTE TAMANDARE;Curitiba;CAPRINOS (PARA CORTE);KG;;40;16;3586,8
ALMIRANTE TAMANDARE;Curitiba;CAQUI;TON;1;9;;12712,5
ALMIRANTE TAMANDARE;Curitiba;CEBOLA;TON;30;660;;613470
ALMIRANTE TAMANDARE;Curitiba;CEBOLINHA (cheiro verde);TON;4;152;;503120
ALMIRANTE TAMANDARE;Curitiba;CELOSIA PLUMOSA;CX;;40;;278
ALMIRANTE TAMANDARE;Curitiba;CENOURA;TON;75;1950;;2259465
ALMIRANTE TAMANDARE;Curitiba;CHUCHU;TON;32;1760;;1535195,2
ALMIRANTE TAMANDARE;Curitiba;CINERARIA;CX;;130;;986,7
ALMIRANTE TAMANDARE;Curitiba;COUVE;TON;20;640;;1120000
ALMIRANTE TAMANDARE;Curitiba;COUVE CHINESA;TON;10;280;;170800
ALMIRANTE TAMANDARE;Curitiba;COUVE-FLOR;TON;85;2227;;9442480
ALMIRANTE TAMANDARE;Curitiba;ERVA-MATE (em folha);TON;;10;;10353,9
ALMIRANTE TAMANDARE;Curitiba;ESCAROLA/CHICORIA;TON;10;180;;194400
ALMIRANTE TAMANDARE;Curitiba;ESPINAFRE;TON;12;288;;581760
ALMIRANTE TAMANDARE;Curitiba;ESTERCO DE SUINOS/BOVINOS;TON;;900;;39546
ALMIRANTE TAMANDARE;Curitiba;FEIJAO SAFRA DA SECA;TON;20;38;;68590
ALMIRANTE TAMANDARE;Curitiba;FEIJAO SAFRA DAS AGUAS;TON;870;1509,45;;3265695,08
ALMIRANTE TAMANDARE;Curitiba;FEIJAO-VAGEM;TON;35;875;;1627500
ALMIRANTE TAMANDARE;Curitiba;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;37000;55500;1228437
ALMIRANTE TAMANDARE;Curitiba;GARROTES;CAB;;;6;9717,66
ALMIRANTE TAMANDARE;Curitiba;INHAME;TON;5;112;;136640
ALMIRANTE TAMANDARE;Curitiba;JILO;TON;3;57;;110580
ALMIRANTE TAMANDARE;Curitiba;LA;KG;;354;;1037,22
ALMIRANTE TAMANDARE;Curitiba;LEITE;MLT;;291;;270630
ALMIRANTE TAMANDARE;Curitiba;LEITE DE CABRA;LIT;;2700;;5454
ALMIRANTE TAMANDARE;Curitiba;MADEIRAS - EM TORA P/LAMINADORA - PINUS;M3;;1200;;133560
ALMIRANTE TAMANDARE;Curitiba;MADEIRAS - EM TORA P/OUTRAS FINALIDADES;M3;;1440;;70718,4
ALMIRANTE TAMANDARE;Curitiba;MADEIRAS - EM TORA P/PAPEL E CELULOSE;M3;;1120;;57724,8
ALMIRANTE TAMANDARE;Curitiba;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;5;200;;17940
ALMIRANTE TAMANDARE;Curitiba;MADEIRAS - EM TORA P/SERRARIA - PINUS;M3;250;4240;;355736
ALMIRANTE TAMANDARE;Curitiba;MADEIRAS - LENHA;M3;;30000;;915000
ALMIRANTE TAMANDARE;Curitiba;MANDIOCA CONSUMO (HUMANO);TON;40,5;737,1;;641277
ALMIRANTE TAMANDARE;Curitiba;MANDIOCA INDUSTRIA;TON;4,5;81,9;;14385,74
ALMIRANTE TAMANDARE;Curitiba;MEL;KG;0;1800;;16308
ALMIRANTE TAMANDARE;Curitiba;MILHO SAFRA NORMAL;TON;1450;9886,1;;3466758,69
ALMIRANTE TAMANDARE;Curitiba;MILHO VERDE (espiga);UNI;5;200000;;130000
ALMIRANTE TAMANDARE;Curitiba;MORANGA;TON;10;215;;118250
ALMIRANTE TAMANDARE;Curitiba;MORANGO (moranguinho);TON;8;280;;2030336
ALMIRANTE TAMANDARE;Curitiba;MUDA DE AMOR PERFEITO;CX;;250;;1612,5
ALMIRANTE TAMANDARE;Curitiba;MUDA DE AZALEIA;UNI;;150;;1105,5
ALMIRANTE TAMANDARE;Curitiba;MUDA DE BOCA DE LEAO;CX;;700;;4571
ALMIRANTE TAMANDARE;Curitiba;MUDAS DE OLERICOLAS;UNI;;50000000;;2000000
ALMIRANTE TAMANDARE;Curitiba;NABO;TON;5;140;;177800
ALMIRANTE TAMANDARE;Curitiba;NOVILHAS;CAB;;;10;14480,6
ALMIRANTE TAMANDARE;Curitiba;ONZE-HORAS;UNI;;1500;;900
ALMIRANTE TAMANDARE;Curitiba;OVINOS (PARA CORTE);KG;;330;73;14988,94
ALMIRANTE TAMANDARE;Curitiba;OVINOS < 6 MESES;KG;;;50;8602,5
ALMIRANTE TAMANDARE;Curitiba;OVOS DE GALINHA (PARA CONSUMO);DZ;;185000;;362600
ALMIRANTE TAMANDARE;Curitiba;PASTAGENS E FORRAGENS;;480;;;0
ALMIRANTE TAMANDARE;Curitiba;PEPINO;TON;55;1540;;2144942,8
ALMIRANTE TAMANDARE;Curitiba;PERA;TON;2;26;;40040
ALMIRANTE TAMANDARE;Curitiba;PESSEGO;TON;2;25;;50250
ALMIRANTE TAMANDARE;Curitiba;PETUNIA;CX;;130;;881,4
ALMIRANTE TAMANDARE;Curitiba;PIMENTA;TON;1;10;;37700
ALMIRANTE TAMANDARE;Curitiba;PIMENTAO;TON;55;2090;;3020844,2
ALMIRANTE TAMANDARE;Curitiba;PINHAO;KG;;20500;;46740
ALMIRANTE TAMANDARE;Curitiba;PIRIQUITINHO;CX;;900;;7056
ALMIRANTE TAMANDARE;Curitiba;QUIABO;TON;5;60;;124200
ALMIRANTE TAMANDARE;Curitiba;RABANETE;TON;16;288;;472320
ALMIRANTE TAMANDARE;Curitiba;REPOLHO;TON;72;2736;;940007,52
ALMIRANTE TAMANDARE;Curitiba;RUCULA;TON;5;87;;203580
ALMIRANTE TAMANDARE;Curitiba;SALSA (SALSINHA);TON;5;198;;930600
ALMIRANTE TAMANDARE;Curitiba;SALSAO;TON;2;64;;84480
ALMIRANTE TAMANDARE;Curitiba;SUINOS - LEITOES P/ CORTE;KG;;;350;53438
ALMIRANTE TAMANDARE;Curitiba;SUINOS < 2 MESES (leitao p/recria);UNI;0;;175;21455
ALMIRANTE TAMANDARE;Curitiba;SUINOS-RACA (para abate);KG;;660;1210;416724
ALMIRANTE TAMANDARE;Curitiba;TOMATE SAFRAO;TON;22;1077,12;;2494706,86
ALMIRANTE TAMANDARE;Curitiba;TOUROS;CAB;;;1;3253,88
ALMIRANTE TAMANDARE;Curitiba;UVA DE MESA;TON;12;120;;457200
ALMIRANTE TAMANDARE;Curitiba;VACA (PARA CORTE);KG;;;28;57323,28
ALMIRANTE TAMANDARE;Curitiba;VACA (PARA CRIA);CAB;;;16;36566,08
ALTAMIRA DO PARANA;Campo Mourão;ABOBRINHA VERDE;TON;0,5;10;;9500
ALTAMIRA DO PARANA;Campo Mourão;ALFACE;TON;0,5;10;;10733,3
ALTAMIRA DO PARANA;Campo Mourão;ALHO;TON;1;2;;16367,2
ALTAMIRA DO PARANA;Campo Mourão;ALMEIRAO;TON;0,2;3;;6390
ALTAMIRA DO PARANA;Campo Mourão;AMENDOIM SAFRA DAS AGUAS;TON;1;2;;3268,8
ALTAMIRA DO PARANA;Campo Mourão;BEZERRAS;CAB;;;3806;4007147,1
ALTAMIRA DO PARANA;Campo Mourão;BEZERROS;CAB;;;7931;9842846,86
ALTAMIRA DO PARANA;Campo Mourão;BICHO DA SEDA (CASULO);TON;15;10,02;;159618,6
ALTAMIRA DO PARANA;Campo Mourão;BOVINOS (BOI GORDO);KG;;64812;4188;11188577,04
ALTAMIRA DO PARANA;Campo Mourão;CAMA DE AVIARIO;TON;;1710;;134371,8
ALTAMIRA DO PARANA;Campo Mourão;CAPRINOS (PARA CORTE);KG;;550;160;24595,2
ALTAMIRA DO PARANA;Campo Mourão;EQUINOS (PARA CORTE);KG;;600;;0
ALTAMIRA DO PARANA;Campo Mourão;EQUINOS > 1 ANO (PARA TRABALHO);UNI;;;57;89259,15
ALTAMIRA DO PARANA;Campo Mourão;EQUINOS DE RACA (EQUITACAO, LAZER,ETC);CAB;;;46;262976,94
ALTAMIRA DO PARANA;Campo Mourão;ESTERCO DE SUINOS/BOVINOS;TON;;12690;;557598,6
ALTAMIRA DO PARANA;Campo Mourão;FEIJAO SAFRA DA SECA;TON;20;20;;36100
ALTAMIRA DO PARANA;Campo Mourão;FRANGO DE CORTE (AVES DE CORTE);KG;;188294;1129765;7829271,45
ALTAMIRA DO PARANA;Campo Mourão;GALINHA CAIPIRA (AVES CAIPIRAS PESO VIVO);KG;;1500;3000;44982
ALTAMIRA DO PARANA;Campo Mourão;GARROTES;CAB;;;2354;3812561,94
ALTAMIRA DO PARANA;Campo Mourão;LEITE;MLT;;4630;;4305900
ALTAMIRA DO PARANA;Campo Mourão;MADEIRAS - EM TORA P/SERRARIA - EUCALIPTO;M3;30;;;0
ALTAMIRA DO PARANA;Campo Mourão;MADEIRAS - LENHA;M3;;480;;14640
ALTAMIRA DO PARANA;Campo Mourão;MANDIOCA INDUSTRIA;TON;10;220;;38643
ALTAMIRA DO PARANA;Campo Mourão;MATA NATIVA;;2500;;;0
ALTAMIRA DO PARANA;Campo Mourão;MEL;KG;;3300;;29898
ALTAMIRA DO PARANA;Campo Mourão;MILHO SAFRA NORMAL;TON;193;1435,92;;503534,07
ALTAMIRA DO PARANA;Campo Mourão;MILHO SAFRINHA;TON;486;2409,59;;994751,04
ALTAMIRA DO PARANA;Campo Mourão;MUARES;CAB;;;3;5573,52
ALTAMIRA DO PARANA;Campo Mourão;NOVILHAS;CAB;;;2599;3763507,94
ALTAMIRA DO PARANA;Campo Mourão;OVINOS (PARA CORTE);KG;;2000;600;112680
ALTAMIRA DO PARANA;Campo Mourão;OVOS DE GALINHA (PARA CONSUMO);DZ;;3000;;5880
ALTAMIRA DO PARANA;Campo Mourão;PACU;KG;;;4000;22040
ALTAMIRA DO PARANA;Campo Mourão;PASTAGENS E FORRAGENS;;25000;;;0
ALTAMIRA DO PARANA;Campo Mourão;PEPINO;TON;0,2;3;;4178,46
ALTAMIRA DO PARANA;Campo Mourão;QUIABO;TON;0,2;3;;6210
ALTAMIRA DO PARANA;Campo Mourão;SILAGEM DE MILHO E/OU SORGO;TON;160;8000;;1066640
ALTAMIRA DO PARANA;Campo Mourão;SOJA SAFRA NORMAL;TON;1694;5249,71;;5227818,71
ALTAMIRA DO PARANA;Campo Mourão;SUINOS-RACA (para abate);KG;;2500;500;123000
ALTAMIRA DO PARANA;Campo Mourão;TILAPIA;KG;;;8000;31760
ALTAMIRA DO PARANA;Campo Mourão;TOUROS;CAB;;;6;19523,28
ALTAMIRA DO PARANA;Campo Mourão;TRIGO;TON;70;95,9;;59729,4
